accession_id	cloned	deleterious_allele	allele_group	name	CS_number	count	latitude	longitude	group	FT16_mean
6202	FALSE	FALSE	a009	TDr-17	CS77349	SWE	55.7717	14.1206	south_sweden	128
6203	FALSE	FALSE	a009	TDr-18	CS77350	SWE	55.7714	14.1208	south_sweden	119.6666667
6209	FALSE	FALSE	a001	TEDEN 02	CS77358	SWE	62.8836	18.1842	north_sweden	107
6210	FALSE	FALSE	a102	TEDEN 03	CS77359	SWE	62.8839	18.1836	north_sweden	125
6214	FALSE	FALSE	a066	NA	CS78121	SWE	63.0175	18.3281	NA	NA
6216	FALSE	FALSE	a102	TFÄ 06	CS77362	SWE	63.0167	18.3283	north_sweden	NA
6217	FALSE	FALSE	a001	TFÄ 07	CS77363	SWE	63.0169	18.3283	north_sweden	127
6218	FALSE	FALSE	a066	TFÄ 08	CS77364	SWE	63.0172	18.3283	north_sweden	137
6220	FALSE	FALSE	a001	TGR 01	CS77365	SWE	62.806	18.1896	north_sweden	117.3333333
6221	FALSE	FALSE	a001	TGR 02	CS77366	SWE	62.806	18.1896	north_sweden	110
6231	FALSE	FALSE	a001	TNY 04	CS77368	SWE	62.96	18.2844	north_sweden	NA
6235	FALSE	FALSE	a001	TOM 01	CS77372	SWE	62.9611	18.3589	north_sweden	NA
6237	FALSE	FALSE	a001	TOM 03	CS77373	SWE	62.9619	18.35	north_sweden	109
6238	FALSE	FALSE	a001	TOM 04	CS77374	SWE	62.9619	18.35	north_sweden	124
6240	FALSE	FALSE	a001	TOM 06	CS77375	SWE	62.9622	18.35	north_sweden	125.6666667
6242	FALSE	FALSE	a054	Tomegap-2	CS77377	SWE	55.7	13.2	south_sweden	86.5
6243	FALSE	FALSE	a016	Tottarp-2	CS77381	SWE	56.27373	13.90045	central_europe	43.75
6244	FALSE	FALSE	a001	TRÄ 01	CS77384	SWE	62.9169	18.4728	north_sweden	108.25
6252	FALSE	FALSE	a043	TV-4	CS78771	SWE	55.5796	14.3336	germany	NA
6255	FALSE	FALSE	a043	TV-7	CS78772	SWE	55.5796	14.334	germany	NA
6258	FALSE	FALSE	a043	TV-10	CS78767	SWE	55.5796	14.3336	admixed	126.6666667
6268	FALSE	FALSE	a043	TV-22	CS78768	SWE	55.5796	14.3336	germany	128.6666667
6276	FALSE	FALSE	a043	TV-30	CS78769	SWE	55.5796	14.3336	germany	143
6284	FALSE	FALSE	a009	TV-38	CS78770	SWE	55.5796	14.3336	south_sweden	131.5
6296	FALSE	FALSE	a009	UduI 1-11	CS78774	CZE	49.2771	16.6314	central_europe	47
6390	FALSE	FALSE	a055	UduI 3-36	CS78775	CZE	49.2771	16.6314	central_europe	61.33333333
6396	FALSE	FALSE	a009	UduI 4-9	CS78776	CZE	49.2771	16.6314	central_europe	70.75
6413	FALSE	FALSE	a009	Ull3-4	CS78819	SWE	56.06	13.97	south_sweden	95
6424	FALSE	FALSE	a020	ZdrI 1-23	CS78875	CZE	49.3853	16.2544	central_europe	53
6434	FALSE	TRUE	a062	ZdrI 2-9	CS78877	CZE	49.3853	16.2544	admixed	40
6445	FALSE	FALSE	a009	ZdrI 2-21	CS78876	CZE	49.3853	16.2544	central_europe	50
6680	FALSE	FALSE	a033	ANH-1	CS76437	GER	51.85	6.4333	western_europe	92.33333333
6739	FALSE	FALSE	a043	NA	CS79011	USA	40.8585	-73.4675	NA	NA
6740	FALSE	FALSE	a043	NA	CS79012	USA	40.8585	-73.4675	NA	NA
6744	FALSE	TRUE	a018	CSHL-5	CS76779	USA	40.8585	-73.4675	germany	47.25
6749	FALSE	FALSE	a043	NA	CS79013	USA	42.4489	-76.5072	NA	NA
6750	FALSE	FALSE	a043	NA	CS79014	USA	42.4489	-76.5072	NA	NA
6805	FALSE	FALSE	a043	NA	CS79015	USA	42.373	-71.0627	NA	NA
6806	FALSE	FALSE	a043	NA	CS79016	USA	42.373	-71.0627	NA	NA
6814	FALSE	FALSE	a043	NA	CS79017	USA	41.2816	-86.621	NA	NA
6830	FALSE	FALSE	a100	Kz-13	CS76994	KAZ	49.5	73.1	admixed	41.25
6897	FALSE	FALSE	a059	Ag-0	CS76430	FRA	45	1.3	western_europe	66.25
6898	TRUE	TRUE	a003	An-1	CS76435	BEL	51.2167	4.4	admixed	34.25
6900	FALSE	FALSE	a001	Bil-5	CS76709	SWE	63.324	18.484	north_sweden	121.5
6901	TRUE	FALSE	a001	Bil-7	CS76710	SWE	63.324	18.484	north_sweden	117
6903	FALSE	FALSE	a020	Bor-4	CS76454	CZE	49.4013	16.2326	central_europe	56.25
6904	FALSE	FALSE	a027	Br-0	CS76455	CZE	49.2	16.6166	western_europe	65.33333333
6907	FALSE	FALSE	a084	CIBC-17	CS76770	UK	51.4083	-0.6383	admixed	60.25
6908	FALSE	TRUE	a045	CIBC-5	CS78894	UK	51.4083	-0.6383	western_europe	59
6909	FALSE	TRUE	a044	Col-0	CS76778	USA	38.3	-92.3	germany	38
6911	TRUE	TRUE	a021	Cvi-0	CS76789	CPV	15.1111	-23.6167	relict	47.25
6913	FALSE	FALSE	a001	Eden-2	CS76827	SWE	62.877	18.177	north_sweden	NA
6915	FALSE	FALSE	a009	Ei-2	CS76478	GER	50.3	6.3	germany	56.75
6917	FALSE	FALSE	a001	Fäb-2	CS76850	SWE	63.0165	18.3174	north_sweden	NA
6918	FALSE	FALSE	a066	Fäb-4	CS76851	SWE	63.0165	18.3174	north_sweden	NA
6919	FALSE	TRUE	a062	Ga-0	CS76490	GER	50.3	8	central_europe	94
6920	FALSE	FALSE	a059	Got-22	CS76884	GER	51.5338	9.9355	admixed	93.75
6922	FALSE	TRUE	a044	Gu-0	CS76498	GER	50.3	8	germany	44.5
6923	FALSE	TRUE	a041	HR-10	CS76940	UK	51.4083	-0.6383	western_europe	41.5
6924	FALSE	TRUE	a041	HR-5	CS76514	UK	51.4083	-0.6383	western_europe	47
6926	FALSE	TRUE	a041	Kin-0	CS76527	USA	44.46	-85.37	western_europe	45.75
6927	FALSE	FALSE	a043	KNO-10	CS76973	USA	41.2816	-86.621	germany	63
6929	FALSE	FALSE	a100	Kondara	CS76532	TJK	38.48	68.49	asia	61.75
6931	FALSE	FALSE	a100	Kz-9	CS76537	KAZ	49.5	73.1	asia	48.5
6932	FALSE	TRUE	a062	Ler-1	CS77021	GER	47.984	10.8719	admixed	40.33333333
6933	FALSE	FALSE	a001	LL-0	CS77047	ESP	41.59	2.49	spain	54.5
6938	FALSE	FALSE	a009	Ms-0	CS76555	RUS	55.7522	37.6322	asia	70.75
6940	FALSE	TRUE	a044	Mz-0	CS76557	GER	50.3	8.3	germany	39.25
6943	TRUE	TRUE	a019	NFA-10	CS77126	UK	51.4083	-0.6383	western_europe	42.5
6944	TRUE	TRUE	a041	NFA-8	CS78913	UK	51.4083	-0.6383	western_europe	44.5
6945	TRUE	FALSE	a048	Nok-3	CS76562	NED	52.24	4.45	germany	56
6951	TRUE	FALSE	a008	Pu2-23	CS76579	CZE	49.42	16.36	central_europe	59
6956	FALSE	FALSE	a009	Pu2-7	CS76580	CZE	49.42	16.36	central_europe	72.5
6957	FALSE	FALSE	a009	Pu2-8	CS77192	CZE	49.42	16.36	central_europe	84.66666667
6958	FALSE	TRUE	a062	Ra-0	CS76582	FRA	46	3.3	western_europe	41.66666667
6959	TRUE	TRUE	a050	Rennes-1	CS77210	FRA	48.5	-1.41	western_europe	53.25
6960	FALSE	TRUE	a099	Rennes-11	CS77211	FRA	48.5	-1.41	western_europe	39.75
6961	FALSE	FALSE	a001	Se-0	CS76597	ESP	38.3333	-3.53333	spain	50.33333333
6963	FALSE	FALSE	a100	Sorbo	CS78917	TJK	38.35	68.48	asia	64.25
6966	FALSE	TRUE	a019	Sq-1	CS77266	UK	51.4083	-0.6383	western_europe	55.125
6967	FALSE	TRUE	a044	Sq-8	CS76604	UK	51.4083	-0.6383	western_europe	42
6968	FALSE	FALSE	a100	Tamm-2	CS76610	FIN	60	23.5	north_sweden	91.33333333
6969	FALSE	FALSE	a100	Tamm-27	CS77341	FIN	60	23.5	north_sweden	96
6970	FALSE	FALSE	a084	Ts-1	CS76615	ESP	41.7194	2.93056	spain	50.25
6971	FALSE	FALSE	a001	Ts-5	CS77388	ESP	41.7194	2.93056	spain	63.66666667
6973	TRUE	TRUE	a014	Ull2-3	CS78817	SWE	56.0648	13.9707	germany	46.25
6974	FALSE	FALSE	a009	Ull2-5	CS78818	SWE	56.0648	13.9707	south_sweden	125.25
6975	FALSE	TRUE	a062	Uod-1	CS76621	AUT	48.3	14.45	central_europe	47.25
6976	FALSE	FALSE	a043	Uod-7	CS78823	AUT	48.3	14.45	central_europe	69.5
6979	FALSE	TRUE	a062	Wei-0	CS76628	SUI	47.25	8.26	central_europe	36
6981	FALSE	TRUE	a044	Ws-2	CS78920	RUS	52.3	30	admixed	43
6984	FALSE	TRUE	a062	Zdr-1	CS76635	CZE	49.3853	16.2544	central_europe	47.75
6986	FALSE	TRUE	a003	Abd-0	CS76429	UK	57.1539	-2.2207	western_europe	43.75
6987	FALSE	TRUE	a062	Ak-1	CS76431	GER	48.0683	7.62551	admixed	47.75
6989	FALSE	TRUE	a003	Alst-1	CS76432	UK	54.8	-2.4333	western_europe	61
6990	FALSE	FALSE	a020	Amel-1	CS76434	NED	53.448	5.73	admixed	60.25
6992	FALSE	TRUE	a062	Ang-0	CS76436	BEL	50.3	5.3	admixed	54.25
6997	FALSE	TRUE	a044	Appt-1	CS76440	NED	51.8333	5.5833	germany	56
7000	FALSE	TRUE	a044	Aa-0	CS76428	GER	50.9167	9.57073	germany	54
7002	FALSE	FALSE	a048	Baa-1	CS76442	NED	51.3333	6.1	germany	59
7003	FALSE	TRUE	a062	Bs-1	CS78888	SUI	47.5	7.5	admixed	51
7008	FALSE	FALSE	a001	Benk-1	CS76447	NED	52	5.675	germany	95
7013	FALSE	FALSE	a039	Bd-0	CS76445	GER	52.4584	13.287	south_sweden	38.75
7014	FALSE	FALSE	a047	Ba-1	CS76441	UK	56.5459	-4.79821	germany	74
7025	FALSE	FALSE	a001	Bl-1	CS76450	ITA	44.5041	11.3396	central_europe	52.66666667
7026	FALSE	TRUE	a058	Boot-1	CS76452	UK	54.4	-3.2667	western_europe	45.5
7028	FALSE	TRUE	a044	Bch-1	CS76444	GER	49.5166	9.3166	admixed	40.25
7031	FALSE	TRUE	a062	Bsch-0	CS76457	GER	50.0167	8.6667	germany	47.25
7033	FALSE	FALSE	a043	Buckhorn Pass	CS76733	USA	41.3599	-122.755	germany	76
7036	FALSE	TRUE	a044	Bu-0	CS78889	GER	50.5	9.5	germany	50.5
7058	FALSE	FALSE	a001	Bur-0	CS76734	IRL	53.08	-9.07555556	admixed	66
7061	FALSE	FALSE	a001	Cal-0	CS76460	UK	53.2699	-1.64293	admixed	64
7062	FALSE	TRUE	a044	Ca-0	CS76459	GER	50.2981	8.26607	germany	38.25
7063	FALSE	FALSE	a027	Can-0	CS76740	ESP	29.2144	-13.4811	relict	51
7064	FALSE	TRUE	a003	Cnt-1	CS76467	UK	51.3	1.1	western_europe	66.66666667
7067	FALSE	TRUE	a062	Ct-1	CS76786	ITA	37.3	15	central_europe	42.25
7071	FALSE	TRUE	a050	Chat-1	CS76463	FRA	48.0717	1.33867	western_europe	45
7072	FALSE	FALSE	a009	Chi-0	CS76464	RUS	53.7502	34.7361	admixed	62
7077	TRUE	FALSE	a054	Co-1	CS76468	POR	40.12	-8.25	italy_balkan_caucasus	44.33333333
7081	FALSE	TRUE	a080	Co	CS78895	POR	40.2077	-8.42639	spain	42.5
7092	FALSE	TRUE	a003	Com-1	CS76469	FRA	49.416	2.823	western_europe	54.25
7096	FALSE	TRUE	a062	Di-G	CS76472	FRA	47.3239	5.04278	admixed	40.25
7102	FALSE	FALSE	a100	Do-0	CS76474	GER	50.7224	8.2372	germany	71
7103	FALSE	FALSE	a009	Dra-0	CS76476	CZE	49.4167	16.2667	central_europe	36.75
7106	FALSE	TRUE	a062	Dr-0	CS78897	GER	51.051	13.7336	central_europe	44.5
7107	FALSE	TRUE	a003	Durh-1	CS76477	UK	54.7761	-1.5733	western_europe	50.75
7109	FALSE	TRUE	a003	Ema-1	CS76480	UK	51.3	0.5	western_europe	45.75
7111	TRUE	FALSE	a043	Edi-0	CS76831	UK	55.9494	-3.16028	admixed	NA
7117	FALSE	TRUE	a044	El-0	CS76479	GER	51.5105	9.68253	germany	36.5
7119	FALSE	TRUE	a062	En-2	CS76481	GER	50	8.5	germany	41
7120	FALSE	TRUE	a062	En-D	CS76482	GER	50	8.5	central_europe	42.75
7125	FALSE	TRUE	a062	Er-0	CS78898	GER	49.5955	11.0087	germany	42.75
7126	FALSE	FALSE	a009	Es-0	CS76484	FIN	60.1997	24.5682	admixed	97.25
7127	FALSE	FALSE	a016	Est	CS76485	EST	58.6656	24.9871	admixed	45.5
7130	FALSE	FALSE	a027	Et-0	CS76486	FRA	44.6447	2.56481	western_europe	78.25
7133	FALSE	TRUE	a044	Fr-2	CS76489	GER	50.1102	8.6822	germany	46.25
7138	FALSE	FALSE	a059	Fi-0	CS76488	GER	50.5	8.0167	admixed	68.5
7143	FALSE	TRUE	a044	Gel-1	CS76492	NED	51.0167	5.86667	germany	44.5
7147	FALSE	TRUE	a044	Gie-0	CS76493	GER	50.584	8.67825	admixed	52.66666667
7158	FALSE	FALSE	a001	Gr-5	CS76885	AUT	47	15.5	central_europe	47.75
7160	FALSE	FALSE	a043	Gre-0	CS76497	USA	43.178	-85.2532	germany	66.5
7162	FALSE	TRUE	a044	Hs-0	CS76515	GER	52.24	9.44	germany	42.75
7163	FALSE	TRUE	a044	Ha-0	CS76500	GER	52.3721	9.73569	admixed	44
7164	FALSE	FALSE	a009	Hau-0	CS76915	DEN	55.675	12.5686	south_sweden	59.25
7165	FALSE	TRUE	a044	Hn-0	CS76513	GER	51.3472	8.28844	germany	43.5
7169	FALSE	FALSE	a059	Hh-0	CS76512	GER	54.4175	9.88682	admixed	78.25
7177	FALSE	TRUE	a062	Jm-0	CS76520	CZE	49	15	central_europe	45.25
7181	FALSE	FALSE	a100	Je-0	CS76518	GER	50.927	11.587	admixed	97
7183	FALSE	FALSE	a100	NA	CS79018	IND	35	77	NA	NA
7186	FALSE	FALSE	a100	Kn-0	CS76969	LTU	54.8969	23.8924	central_europe	49.75
7192	FALSE	TRUE	a044	Kil-0	CS76526	UK	55.6395	-5.66364	germany	42
7199	FALSE	TRUE	a044	Kl-5	CS76528	GER	50.95	6.9666	germany	37
7202	FALSE	TRUE	a044	Kb-0	CS76524	GER	50.1797	8.50861	germany	40.75
7203	FALSE	TRUE	a062	Krot-0	CS76534	GER	49.631	11.5722	central_europe	44.5
7207	FALSE	FALSE	a033	Kyoto	CS76535	JPN	35.0085	135.752	central_europe	49.75
7208	FALSE	TRUE	a053	Lan-0	CS76539	UK	55.6739	-3.78181	germany	46
7209	FALSE	TRUE	a062	La-0	CS76538	POL	52.7333	15.2333	admixed	45.25
7213	FALSE	TRUE	a062	Ler-0	CS77020	GER	47.984	10.8719	admixed	40
7217	FALSE	TRUE	a062	Lm-2	CS76545	FRA	48	0.5	western_europe	38
7218	FALSE	TRUE	a044	Le-0	CS76540	NED	52.1611	4.49015	admixed	51.25
7223	FALSE	FALSE	a033	Li-2:1	CS76541	GER	50.3833	8.0666	central_europe	54.75
7231	FALSE	TRUE	a044	Li-7	CS77035	GER	50.3833	8.0666	germany	45.33333333
7236	FALSE	FALSE	a016	Litva	CS76543	LTU	NA	NA	central_europe	47.5
7244	FALSE	TRUE	a044	Mnz-0	CS76552	GER	50.001	8.26664	germany	46
7248	FALSE	FALSE	a043	Mv-0	CS76556	USA	41.3923	-70.6652	germany	66.66666667
7250	FALSE	TRUE	a044	Me-0	CS76549	GER	51.9183	10.1138	germany	37.75
7255	FALSE	TRUE	a044	Mh-0	CS76550	POL	50.95	20.5	germany	47.33333333
7258	FALSE	TRUE	a044	Nw-0	CS76564	GER	50.5	8.5	germany	43.5
7268	FALSE	TRUE	a044	Np-0	CS76563	GER	52.6969	10.981	admixed	43.66666667
7273	FALSE	TRUE	a062	No-0	CS77128	GER	51.0581	13.2995	central_europe	43.66666667
7276	FALSE	TRUE	a062	Ob-0	CS76566	GER	50.2	8.5833	germany	49.25
7280	FALSE	TRUE	a044	Old-1	CS76567	GER	53.1667	8.2	germany	46.5
7282	FALSE	TRUE	a011	Or-0	CS76568	GER	50.3827	8.01161	germany	37.5
7287	FALSE	TRUE	a044	Ove-0	CS76569	GER	53.3422	8.42255	germany	48.25
7288	FALSE	TRUE	a044	Oy-0	CS77156	NOR	60.385543	6.193019	admixed	70.25
7296	FALSE	TRUE	a062	Petergof	CS77170	RUS	59	29	central_europe	62.5
7298	FALSE	TRUE	a062	Pi-0	CS76572	AUT	47.04	10.51	central_europe	53.25
7305	FALSE	TRUE	a044	Pt-0	CS78915	GER	53.476	10.6065	admixed	51.5
7306	FALSE	TRUE	a003	Pog-0	CS76576	CAN	49.2655	-123.206	western_europe	49.75
7307	FALSE	TRUE	a064	Pn-0	CS77182	FRA	48.0653	-2.96591	western_europe	72.33333333
7314	FALSE	TRUE	a044	Ragl-1	CS76583	UK	54.3512	-3.41697	admixed	42.25
7316	FALSE	FALSE	a043	Rhen-1	CS78916	NED	51.9667	5.56667	admixed	89.25
7319	FALSE	FALSE	a094	Rome-1	CS76590	ITA	42	12.1	admixed	52.75
7322	FALSE	TRUE	a062	Rsch-4	CS77222	RUS	56.3	34	germany	51.75
7323	FALSE	FALSE	a009	Rubezhnoe-1	CS76594	UKR	49	38.28	asia	64.25
7327	FALSE	FALSE	a002	Sf-1	CS77246	ESP	41.7833	3.03333	spain	53.5
7328	FALSE	FALSE	a001	Sf-2	CS77247	ESP	41.7833	3.03333	spain	51.33333333
7332	FALSE	TRUE	a041	Seattle-0	CS76598	USA	47	-122.2	western_europe	43.5
7333	FALSE	TRUE	a062	Sei-0	CS76599	ITA	46.5438	11.5614	central_europe	39.75
7337	FALSE	TRUE	a044	Si-0	CS76601	GER	50.8738	8.02341	germany	47.5
7342	FALSE	FALSE	a043	Su-0	CS76606	UK	53.6473	-3.00733	admixed	65
7343	FALSE	FALSE	a039	Sp-0	CS76603	GER	52.5339	13.181	south_sweden	51.25
7346	FALSE	FALSE	a009	Sten-0	CS77277	GER	52.6058	11.8558	south_sweden	58.66666667
7347	FALSE	FALSE	a100	Stw-0	CS76605	RUS	52	36	central_europe	47
7349	FALSE	FALSE	a033	Ta-0	CS76608	CZE	49.5	14.5	central_europe	52.75
7350	FALSE	FALSE	a033	Tac-0	CS76609	USA	47.2413	-122.459	central_europe	52
7353	FALSE	TRUE	a044	Tha-1	CS76611	NED	52.08	4.3	admixed	70.5
7354	FALSE	FALSE	a009	Ting-1	CS76612	SWE	56.5	14.9	south_sweden	108.3333333
7356	FALSE	FALSE	a043	Tol-0	CS76614	USA	41.6639	-83.5553	germany	64.33333333
7358	FALSE	FALSE	a043	NA	CS79019	USA	41.6639	-83.5553	NA	NA
7359	FALSE	FALSE	a043	NA	CS79020	USA	41.6639	-83.5553	NA	NA
7372	FALSE	TRUE	a062	Tscha-1	CS76616	AUT	47.0748	9.9042	central_europe	54.5
7373	FALSE	TRUE	a062	Tsu-0	CS77389	JPN	34.43	136.31	admixed	54.75
7377	FALSE	FALSE	a043	Tul-0	CS76618	USA	43.2708	-85.2563	germany	59.75
7378	FALSE	TRUE	a062	Uk-1	CS76620	GER	48.0333	7.7667	admixed	52
7383	TRUE	FALSE	a060	Van-0	CS76623	CAN	49.2655	-123.206	western_europe	38
7384	FALSE	FALSE	a043	Ven-1	CS76624	NED	52.0333	5.55	admixed	65.75
7387	FALSE	TRUE	a041	Vind-1	CS76625	UK	54.9902	-2.3671	western_europe	41.25
7394	TRUE	FALSE	a016	Wa-1	CS76626	POL	52.3	21	admixed	41.75
7396	FALSE	FALSE	a009	Ws-0.2	CS78857	RUS	52.3	30	central_europe	51.5
7404	FALSE	TRUE	a044	Wc-1	CS76627	GER	52.6	10.0667	admixed	41.33333333
7411	FALSE	TRUE	a062	Wl-0	CS76630	GER	47.9299	10.8134	central_europe	54
7413	FALSE	FALSE	a016	Wil-2	CS78856	LTU	54.6833	25.3167	central_europe	48
7415	FALSE	TRUE	a062	Wu-0	CS78858	GER	49.7878	9.9361	germany	45.25
7416	FALSE	FALSE	a043	Yo-0	CS76633	USA	37.45	-119.35	germany	78.66666667
7417	FALSE	FALSE	a043	Zu-0	CS78880	SUI	47.3667	8.55	western_europe	NA
7418	FALSE	TRUE	a062	Zu-1	CS78881	SUI	47.3667	8.55	admixed	46.25
7419	FALSE	TRUE	a044	Db-1	CS76471	GER	50.3058	8.32213	germany	43.25
7424	FALSE	TRUE	a062	Jl-3	CS76519	CZE	49.2	16.6166	central_europe	35.5
7427	FALSE	FALSE	a055	Ko-2	CS76531	DEN	NA	NA	central_europe	91.5
7430	FALSE	TRUE	a062	Nc-1	CS76559	FRA	48.6167	6.25	admixed	42.25
7460	FALSE	FALSE	a009	Da(1)-12	CS76470	CZE	NA	NA	central_europe	37
7461	FALSE	TRUE	a037	H55	CS76897	CZE	49	15	germany	48.75
7471	FALSE	TRUE	a044	RLD-1	CS76588	UNK	NA	NA	admixed	34
7475	FALSE	FALSE	a043	NA	CS79021	USA	41.767	-72.677	NA	NA
7477	FALSE	TRUE	a062	WAR	CS78853	USA	41.7302	-71.2825	admixed	52.25
7514	FALSE	TRUE	a062	RRS-7	CS76593	USA	41.5609	-86.4251	admixed	57.33333333
7515	FALSE	FALSE	a043	RRS-10	CS76592	USA	41.5609	-86.4251	germany	73.5
7516	FALSE	FALSE	a009	Vår2-1	CS78830	SWE	55.58	14.334	germany	117
7517	FALSE	FALSE	a043	Vår2-6	CS78831	SWE	55.58	14.334	germany	113.75
7520	FALSE	FALSE	a039	Lp2-2	CS76546	CZE	49.38	16.81	central_europe	48.75
7521	FALSE	FALSE	a009	Lp2-6	CS77052	CZE	49.38	16.81	central_europe	54
7525	FALSE	FALSE	a002	Rmx-A180	CS77218	USA	42.036	-86.511	germany	41.75
7529	FALSE	FALSE	a043	NA	CS79022	USA	42.0333	-86.5128	NA	NA
7530	FALSE	FALSE	a043	NA	CS79023	USA	42.0333	-86.5128	NA	NA
7566	FALSE	FALSE	a043	NA	CS78367	USA	42.093	-86.359	NA	NA
7568	FALSE	FALSE	a043	NA	CS79024	USA	42.093	-86.359	NA	NA
7717	FALSE	FALSE	a043	KNO1.37	CS76972	USA	41.273	-86.625	germany	76.25
7757	FALSE	FALSE	a043	NA	CS79025	USA	41.273	-86.625	NA	NA
7767	FALSE	FALSE	a043	NA	CS79026	USA	41.273	-86.625	NA	NA
7947	FALSE	FALSE	a043	PNA3.40	CS77184	USA	42.0945	-86.3253	germany	81.5
8037	FALSE	FALSE	a043	NA	CS79027	USA	41.3423	-86.7368	NA	NA
8057	FALSE	FALSE	a043	NA	CS79028	USA	41.3423	-86.7368	NA	NA
8132	FALSE	FALSE	a043	RMX3.22	CS77219	USA	42.036	-86.511	germany	67.33333333
8171	FALSE	FALSE	a043	NA	CS79029	USA	42.036	-86.511	NA	NA
8214	FALSE	TRUE	a003	Gy-0	CS78901	FRA	49	2	western_europe	54.5
8222	FALSE	FALSE	a100	Lis-2	CS77043	SWE	56.0328	14.775	south_sweden	93.25
8227	FALSE	FALSE	a001	THÖ 03	CS77367	SWE	62.7989	17.9103	north_sweden	NA
8230	FALSE	FALSE	a048	Algutsrum	CS76657	SWE	56.68	16.5	south_sweden	103
8231	FALSE	TRUE	a091	Brö1-6	CS76726	SWE	56.3	16	south_sweden	108.6666667
8233	FALSE	FALSE	a043	Dem-4	CS76794	USA	41.1876	-87.1923	germany	69.25
8234	FALSE	FALSE	a023	Gul1-2	CS76896	SWE	56.4606	15.8127	south_sweden	92.75
8235	FALSE	FALSE	a020	Hod	CS76924	CZE	48.8	17.1	central_europe	68.75
8236	FALSE	FALSE	a033	HSm	CS76941	CZE	49.33	15.76	central_europe	64.66666667
8237	FALSE	FALSE	a020	Kävlinge-1	CS76964	SWE	55.8	13.1	south_sweden	98.75
8238	FALSE	TRUE	a062	Kent	CS76967	UK	51.15	0.4	germany	52.25
8240	FALSE	FALSE	a055	Kulturen-1	CS76987	SWE	55.705	13.196	south_sweden	83
8241	FALSE	FALSE	a009	Liarum	CS77038	SWE	55.9473	13.821	south_sweden	66.25
