accession_id	cloned	deleterious_allele	allele_group	name	CS_number	count	latitude	longitude	group	FT16_mean
8242	FALSE	FALSE	a048	Lillö-1	CS77039	SWE	56.1494	15.7884	south_sweden	132
8243	FALSE	FALSE	a039	PHW-2	CS77173	ITA	43.7703	11.2547	western_europe	68.25
8244	FALSE	FALSE	a100	PHW-34	CS77174	FRA	48.6103	2.3086	western_europe	58.5
8246	FALSE	FALSE	a043	NC-6	CS77124	USA	35	-79.18	germany	76.5
8247	FALSE	FALSE	a009	San-2	CS77233	SWE	56.07	13.74	south_sweden	94.66666667
8249	FALSE	FALSE	a009	Vimmerby	CS78845	SWE	57.7	15.8	south_sweden	88
8256	TRUE	FALSE	a089	Bå1-2	CS76676	SWE	56.4	12.9	admixed	45.25
8258	FALSE	FALSE	a089	Bå4-1	CS76677	SWE	56.4	12.9	south_sweden	NA
8259	FALSE	FALSE	a089	Bå5-1	CS76678	SWE	56.4	12.9	south_sweden	65.5
8264	FALSE	FALSE	a001	Bla-1	CS76451	ESP	41.6833	2.8	spain	63.5
8283	FALSE	FALSE	a033	Dra3-1	CS76811	SWE	55.76	14.12	south_sweden	82.66666667
8284	FALSE	FALSE	a009	DraII-1	CS76813	CZE	49.4112	16.2815	central_europe	76
8285	FALSE	FALSE	a043	DraIII-1	CS76815	CZE	49.4112	16.2815	central_europe	51.66666667
8290	FALSE	TRUE	a062	En-1	CS76841	GER	50	8.5	central_europe	44.25
8297	FALSE	FALSE	a033	Ge-0	CS76875	SUI	46.5	6.08	western_europe	79
8306	FALSE	FALSE	a009	Hov4-1	CS76936	SWE	56.1	13.74	south_sweden	95
8307	FALSE	FALSE	a009	Hovdala-6	CS76938	SWE	56.1	13.74	south_sweden	64.25
8311	FALSE	FALSE	a001	In-0	CS78903	AUT	47.5	11.5	central_europe	59.25
8312	FALSE	TRUE	a062	Is-0	CS78904	GER	50.5	7.5	germany	52
8326	FALSE	FALSE	a001	Lis-1	CS77042	SWE	56.0328	14.775	south_sweden	58
8334	FALSE	FALSE	a033	Lu-1	CS77056	SWE	55.71	13.2	admixed	54
8335	FALSE	FALSE	a009	Lund	CS77060	SWE	55.71	13.2	south_sweden	92.25
8337	FALSE	FALSE	a009	Mir-0	CS76551	ITA	44	12.37	western_europe	72.5
8343	FALSE	TRUE	a044	Na-1	CS76558	FRA	47.5	1.5	admixed	59.75
8351	FALSE	FALSE	a001	Ost-0	CS77154	SWE	60.25	18.37	north_sweden	97.5
8354	FALSE	FALSE	a100	Per-1	CS76571	RUS	58	56.3167	asia	58.75
8357	FALSE	FALSE	a001	Pla-0	CS76573	ESP	41.5	2.25	spain	55.5
8365	FALSE	TRUE	a062	Rak-2	CS77201	CZE	49	16	central_europe	39.5
8366	FALSE	TRUE	a044	Rd-0	CS76584	GER	50.5	8.5	admixed	62.75
8369	FALSE	FALSE	a054	Rev-1	CS77214	SWE	55.6942	13.4504	south_sweden	94.66666667
8376	FALSE	FALSE	a001	Sanna-2	CS77234	SWE	62.69	18	north_sweden	104
8386	FALSE	FALSE	a033	Sr:5	CS77268	SWE	58.9	11.2	central_europe	49
8387	TRUE	FALSE	a047	St-0	CS77270	SWE	59	18	germany	48.33333333
8419	FALSE	FALSE	a016	Wil-1	CS78855	LTU	54.6833	25.3167	central_europe	58.75
8420	FALSE	TRUE	a062	Kelsterbach-4	CS76525	GER	50.0667	8.5333	germany	47.5
8422	FALSE	FALSE	a100	Fjä1-1	CS76859	SWE	56.06	14.29	south_sweden	116.25
8424	FALSE	FALSE	a100	Kas-2	CS78905	IND	35	77	asia	80
8424	FALSE	FALSE	a100	Kas-2	CS78905	IND	35	77	asia	80
8426	FALSE	TRUE	a044	Ull1-1	CS78816	SWE	56.06	13.97	south_sweden	40.25
8427	FALSE	FALSE	a009	NA	CS78552	SWE	56.0648	13.9707	NA	NA
8464	FALSE	FALSE	a043	NA	CS79030	USA	41.6862	-86.8513	NA	NA
8483	FALSE	FALSE	a043	NA	CS79031	USA	41.6862	-86.8513	NA	NA
8699	FALSE	FALSE	a043	NA	CS79032	USA	42.0945	-86.3253	NA	NA
8723	FALSE	FALSE	a043	NA	CS79033	USA	42.0945	-86.3253	NA	NA
9027	FALSE	FALSE	a043	NA	CS79034	USA	42.036	-86.511	NA	NA
9057	FALSE	TRUE	a062	Vinslöv	CS78847	SWE	56.1	13.9167	south_sweden	67.5
9058	FALSE	FALSE	a001	Västervik	CS78834	SWE	57.75	16.6333	admixed	123
9067	FALSE	FALSE	a086	Xan-3	CS78860	AZE	38.6536	48.7992	italy_balkan_caucasus	130
9069	FALSE	FALSE	a043	Xan-5	CS78861	AZE	38.6536	48.7992	italy_balkan_caucasus	90.75
9070	FALSE	FALSE	a043	Xan-6	CS78862	AZE	38.6536	48.7992	italy_balkan_caucasus	88.5
9075	FALSE	FALSE	a086	Lerik1-4	CS77023	AZE	38.7406	48.6131	italy_balkan_caucasus	98.25
9078	FALSE	FALSE	a043	Lerik1-7	CS77024	AZE	38.7406	48.6131	italy_balkan_caucasus	104.25
9079	FALSE	FALSE	a086	Lerik2-1	CS77025	AZE	38.7833	48.5517	italy_balkan_caucasus	102
9081	FALSE	FALSE	a043	Lerik2-3	CS77026	AZE	38.7833	48.5517	italy_balkan_caucasus	99.66666667
9084	FALSE	FALSE	a086	Lerik2-6	CS77028	AZE	38.7833	48.5517	italy_balkan_caucasus	114.25
9085	FALSE	FALSE	a086	Lerik2-7	CS77029	AZE	38.7833	48.5517	italy_balkan_caucasus	101
9089	FALSE	FALSE	a043	Nar-3	CS77119	AZE	38.9522	48.925	italy_balkan_caucasus	125.5
9091	FALSE	FALSE	a086	Nar-5	CS77121	AZE	38.9522	48.925	italy_balkan_caucasus	97.5
9095	FALSE	FALSE	a086	Istisu-5	CS76950	AZE	38.9786	48.5594	italy_balkan_caucasus	113.3333333
9099	FALSE	FALSE	a086	Istisu-9	CS76953	AZE	38.9786	48.5594	italy_balkan_caucasus	112.6666667
9100	FALSE	FALSE	a046	Lag1-2	CS76998	GEO	41.8296	46.2831	italy_balkan_caucasus	74
9102	FALSE	FALSE	a043	Lag1-4	CS76999	GEO	41.8296	46.2831	italy_balkan_caucasus	80.75
9103	FALSE	FALSE	a004	Lag1-5	CS77000	GEO	41.8296	46.2831	italy_balkan_caucasus	82.75
9104	FALSE	FALSE	a046	Lag1-6	CS77001	GEO	41.8296	46.2831	italy_balkan_caucasus	60
9105	FALSE	FALSE	a046	Lag1-7	CS77002	GEO	41.8296	46.2831	italy_balkan_caucasus	78.75
9106	FALSE	FALSE	a043	Lag1-8	CS77003	GEO	41.8296	46.2831	italy_balkan_caucasus	87.5
9111	FALSE	FALSE	a004	Lag2-4	CS77005	GEO	41.8296	46.2831	italy_balkan_caucasus	89.25
9113	FALSE	FALSE	a004	Lag2-6	CS77006	GEO	41.8296	46.2831	italy_balkan_caucasus	70.25
9114	FALSE	FALSE	a052	Lag2-7	CS77007	GEO	41.8296	46.2831	italy_balkan_caucasus	100.5
9115	FALSE	FALSE	a052	Lag2-10	CS77004	GEO	41.8296	46.2831	italy_balkan_caucasus	71.75
9121	FALSE	TRUE	a029	Bak-5	CS76685	GEO	41.7942	43.4767	italy_balkan_caucasus	102
9125	FALSE	FALSE	a100	Geg-14	CS76876	ARM	40.1408	44.8203	asia	69.25
9128	FALSE	FALSE	a100	Yeg-2	CS78864	ARM	39.8692	45.3622	asia	61
9130	FALSE	FALSE	a100	Yeg-4	CS78865	ARM	39.8692	45.3622	asia	63.25
9131	FALSE	FALSE	a100	Yeg-5	CS78866	ARM	39.8692	45.3622	asia	63.5
9133	FALSE	FALSE	a100	Yeg-7	CS78867	ARM	39.8692	45.3622	asia	68
9134	FALSE	FALSE	a100	Yeg-8	CS78868	ARM	39.8692	45.3622	asia	64.5
9312	FALSE	FALSE	a060	Ullapool-8	CS78821	UK	57.9	-5.1525	western_europe	57.5
9314	FALSE	TRUE	a041	Gol-2	CS76883	UK	57.9672	-3.96722	western_europe	60
9321	FALSE	FALSE	a001	Ådal 1	CS76643	SWE	62.8622	18.336	north_sweden	140
9323	FALSE	FALSE	a001	Ådal 3	CS76644	SWE	62.8622	18.336	north_sweden	80.75
9332	FALSE	FALSE	a009	Bar 1	CS76688	SWE	62.8698	18.381	north_sweden	129
9336	FALSE	FALSE	a001	Bön 1	CS76715	SWE	62.8794	18.4473	admixed	66.75
9339	FALSE	FALSE	a009	Böt 1	CS76720	SWE	57.7133	15.0689	south_sweden	116.5
9343	FALSE	FALSE	a035	Dju-1	CS78896	SWE	57.3089	18.1512	admixed	88
9352	FALSE	FALSE	a020	Död 2	CS76797	SWE	57.2608	16.3675	south_sweden	134.3333333
9353	FALSE	FALSE	a020	Död 3	CS76798	SWE	57.2608	16.3675	south_sweden	134
9363	FALSE	FALSE	a001	EdJ 2	CS76833	SWE	62.9147	18.4045	north_sweden	NA
9369	FALSE	FALSE	a009	EkS 2	CS76837	SWE	57.6781	14.9986	south_sweden	71.25
9370	FALSE	FALSE	a009	NA	CS79035	SWE	57.6781	14.9986	NA	NA
9371	FALSE	FALSE	a102	FäL 1	CS76852	SWE	63.016	18.3175	north_sweden	145
9380	FALSE	FALSE	a054	FlyA 3	CS76865	SWE	55.7488	13.3742	south_sweden	98.25
9381	FALSE	FALSE	a001	Fri 1	CS76868	SWE	55.8106	14.2091	admixed	NA
9382	FALSE	FALSE	a001	Fri 2	CS76869	SWE	55.8106	14.2091	admixed	110.6666667
9383	FALSE	FALSE	a001	Fri 3	CS76870	SWE	55.8106	14.2091	admixed	103
9386	FALSE	FALSE	a001	Grön 12	CS76891	SWE	62.806	18.1896	north_sweden	107.75
9388	FALSE	FALSE	a001	Grön 14	CS76892	SWE	62.806	18.1896	north_sweden	137
9390	FALSE	TRUE	a062	Hadd-1	CS78659	SWE	57.3263	15.8979	south_sweden	55
9391	FALSE	TRUE	a062	Hadd-2	CS76905	SWE	57.3263	15.8979	south_sweden	64.5
9392	FALSE	TRUE	a062	Hadd-3	CS76906	SWE	57.3263	15.8979	south_sweden	59
9394	FALSE	FALSE	a001	Hag-2	CS76907	SWE	56.5804	16.4063	admixed	110.5
9395	FALSE	FALSE	a009	Hal-1	CS76908	SWE	57.5089	15.0105	south_sweden	118.25
9399	FALSE	FALSE	a009	Hamm-1	CS76910	SWE	55.4234	13.9905	south_sweden	91
9402	FALSE	FALSE	a009	Hel-3	CS76918	SWE	57.8765	14.8549	south_sweden	78.75
9404	FALSE	FALSE	a002	HolA-1 1	CS76926	SWE	55.7491	13.399	south_sweden	78.75
9405	FALSE	FALSE	a002	HolA-1 2	CS76927	SWE	55.7491	13.399	south_sweden	95.5
9407	FALSE	FALSE	a002	HolA-2 2	CS76928	SWE	55.7491	13.399	south_sweden	75
9408	FALSE	FALSE	a009	Kal 1	CS76959	SWE	56.047	13.9519	south_sweden	124
9409	FALSE	FALSE	a009	Kia 1	CS76968	SWE	56.0573	14.302	south_sweden	119.25
9412	FALSE	FALSE	a084	Kor 3	CS76981	SWE	57.2746	16.1494	south_sweden	64
9413	FALSE	FALSE	a084	Kor 4	CS76982	SWE	57.2746	16.1494	south_sweden	75
9416	FALSE	FALSE	a009	Kru-3	CS76986	SWE	57.7215	18.3837	south_sweden	129
9421	FALSE	FALSE	a009	Lan 1	CS77009	SWE	55.9745	14.3997	south_sweden	103
9427	FALSE	FALSE	a001	Näs 2	CS77122	SWE	62.8815	18.4055	north_sweden	119.5
9433	FALSE	FALSE	a001	Nyl 13	CS77135	SWE	62.9513	18.2763	north_sweden	137
9436	FALSE	FALSE	a009	Puk-1	CS77194	SWE	56.1633	14.6806	south_sweden	77.5
9437	FALSE	FALSE	a009	Puk-2	CS77195	SWE	56.1633	14.6806	south_sweden	90
9442	FALSE	FALSE	a001	Sim-1	CS77250	SWE	55.5678	14.3398	germany	113.25
9452	FALSE	FALSE	a005	Spro 3	CS77265	SWE	57.2545	18.2109	south_sweden	103
9453	FALSE	FALSE	a005	Stenk-2	CS77274	SWE	57.8009	18.5162	south_sweden	129.5
9454	FALSE	FALSE	a027	Stenk-3	CS77275	SWE	57.8009	18.5162	south_sweden	138
9455	FALSE	FALSE	a027	Stenk-4	CS77276	SWE	57.8009	18.5162	south_sweden	102.75
9470	FALSE	FALSE	a009	Tur-4	CS77399	SWE	57.6511	14.8043	south_sweden	90.5
9471	FALSE	FALSE	a054	NA	CS78820	SWE	56.0648	13.9707	NA	NA
9476	FALSE	FALSE	a043	VårA 1	CS78832	SWE	55.5796	14.3336	germany	126.3333333
9481	FALSE	FALSE	a001	Yst-1	CS78869	SWE	55.4242	13.8484	south_sweden	121
9503	FALSE	TRUE	a041	11C1	CS76640	UK	55.8877	-3.21072	western_europe	53.5
9506	FALSE	FALSE	a043	IP-Alo-0	CS76662	POR	40.11	-7.47	admixed	69
9507	FALSE	FALSE	a027	IP-Coa-0	CS76775	POR	38.45	-7.5	spain	46.66666667
9508	FALSE	FALSE	a001	IP-Mos-1	CS77108	POR	40.04	-7.11	admixed	60.66666667
9509	FALSE	FALSE	a002	IP-Reg-0	CS77207	POR	39.29	-7.4	spain	59
9510	FALSE	FALSE	a009	IP-Rei-0	CS77208	POR	38.75	-7.59	spain	55.75
9511	FALSE	FALSE	a009	IP-Vav-0	CS78835	POR	38.53	-8.02	spain	55
9512	FALSE	FALSE	a009	IP-Vid-1	CS78842	POR	38.22	-7.84	spain	40.25
9513	FALSE	TRUE	a069	IP-Adc-5	CS76646	ESP	38.77	-4.07	admixed	63.33333333
9514	FALSE	FALSE	a027	IP-Adm-0	CS76647	ESP	39.15	-4.54	spain	83.33333333
9515	FALSE	FALSE	a027	IP-Ala-0	CS76650	ESP	39.72	-6.89	spain	51.25
9517	FALSE	TRUE	a080	IP-All-0	CS76659	ESP	42.19	-7.8	western_europe	35.75
9518	FALSE	FALSE	a038	IP-Alm-0	CS76660	ESP	39.88	-0.36	spain	87.5
9519	FALSE	FALSE	a001	IP-Ang-0	CS78886	ESP	41.94	2.64	spain	64.5
9520	FALSE	FALSE	a059	IP-Ara-4	CS76670	ESP	41.7	-3.68	spain	120.5
9521	FALSE	FALSE	a084	IP-Bar-1	CS76689	ESP	41.43	2.13	spain	68
9523	FALSE	FALSE	a009	IP-Ben-0	CS76700	ESP	38.37	-2.66	admixed	84.66666667
9524	FALSE	FALSE	a084	IP-Ber-0	CS78887	ESP	42.52	-0.56	spain	99.66666667
9525	FALSE	FALSE	a100	IP-Bis-0	CS76711	ESP	42.49	0.54	spain	81.25
9526	FALSE	FALSE	a001	IP-Cab-3	CS76738	ESP	41.54	2.39	spain	56.33333333
9527	FALSE	FALSE	a009	IP-Cad-0	CS76739	ESP	40.37	-5.74	admixed	76.5
9529	FALSE	TRUE	a062	IP-Cap-1	CS76741	ESP	36.97	-3.36	admixed	63
9530	FALSE	FALSE	a068	IP-Car-1	CS76742	ESP	38.25	-4.32	admixed	123
9531	FALSE	FALSE	a048	IP-Cdc-3	CS76761	ESP	41.21	-4.54	spain	92
9532	FALSE	FALSE	a048	IP-Cdo-0	CS76762	ESP	42.23	-4.64	spain	108.6666667
9533	FALSE	FALSE	a067	IP-Cem-0	CS76763	ESP	41.15	-4.32	relict	79
9534	FALSE	FALSE	a087	IP-Cmo-3	CS76774	ESP	40.05	-4.65	spain	65.66666667
9535	FALSE	FALSE	a043	IP-Coc-1	CS76776	ESP	42.31	3.19	spain	89
9536	FALSE	FALSE	a074	IP-Cor-0	CS76782	ESP	40.83	-2	admixed	103
9537	FALSE	FALSE	a027	IP-Cum-1	CS76787	ESP	38.07	-6.66	spain	56
9539	FALSE	FALSE	a043	IP-Deh-1	CS76793	ESP	40.29	-6.67	spain	91.25
9540	FALSE	FALSE	a039	IP-Elb-0	CS76838	ESP	41.81	2.34	spain	88.25
9541	FALSE	FALSE	a027	IP-Fue-2	CS76871	ESP	38.26	-5.42	spain	61.5
9542	FALSE	FALSE	a096	IP-Fun-0	CS76872	ESP	40.79	-4.05	relict	107.25
9543	FALSE	FALSE	a071	IP-Gra-0	CS76886	ESP	36.77	-5.39	relict	89.66666667
9544	FALSE	FALSE	a027	IP-Gua-1	CS76894	ESP	39.4	-5.33	spain	53.5
9545	FALSE	FALSE	a074	IP-Her-12	CS76920	ESP	39.4	-5.78	relict	101
9546	FALSE	FALSE	a001	IP-Hom-4	CS76929	ESP	40.82	-1.68	spain	NA
9547	FALSE	FALSE	a001	IP-Hor-0	CS76930	ESP	41.67	2.62	spain	70
9548	FALSE	FALSE	a035	IP-Hoy-0	CS76939	ESP	40.4	-5	admixed	NA
9549	FALSE	FALSE	a001	IP-Hum-2	CS76943	ESP	42.23	-3.69	relict	106.6666667
9550	FALSE	FALSE	a001	IP-Iso-4	CS76946	ESP	43.05	-5.37	relict	132
9551	FALSE	FALSE	a043	IP-Jim-1	CS76955	ESP	42.28	-5.92	admixed	123
9552	FALSE	FALSE	a092	IP-Lab-7	CS76995	ESP	40.87	-4.5	admixed	NA
9553	FALSE	FALSE	a048	IP-Ldd-0	CS77012	ESP	41.58	-4.71	spain	106
9554	FALSE	FALSE	a075	IP-Lso-0	CS77055	ESP	38.86	-3.16	relict	104.25
9555	FALSE	FALSE	a074	IP-Mar-1	CS77068	ESP	39.58	-3.93	relict	100
9556	FALSE	FALSE	a043	IP-Men-2	CS77081	ESP	39.66	-4.34	spain	65
9557	FALSE	FALSE	a100	IP-Moa-0	CS77102	ESP	42.46	0.7	spain	112
9558	FALSE	FALSE	a076	IP-Moc-11	CS77103	ESP	41.57	-5.64	admixed	114.6666667
9559	FALSE	FALSE	a070	IP-Mon-5	CS77107	ESP	38.06	-4.38	admixed	66.5
9560	FALSE	FALSE	a027	IP-Mot-0	CS77109	ESP	38.19	-6.24	spain	53.75
9561	FALSE	FALSE	a048	IP-Mun-0	CS77114	ESP	40.71	-5.04	admixed	92
9562	FALSE	FALSE	a001	IP-Mur-0	CS77115	ESP	41.67	2	spain	83.5
9564	FALSE	FALSE	a001	IP-Nog-17	CS77129	ESP	40.45	-1.6	spain	NA
9565	FALSE	FALSE	a001	IP-Orb-10	CS77152	ESP	42.97	-1.23	admixed	72.33333333
9567	FALSE	FALSE	a001	IP-Pal-0	CS77159	ESP	42.34	1.3	spain	103.5
9568	FALSE	FALSE	a084	IP-Pan-0	CS77160	ESP	42.76	-0.23	spain	109.5
9569	FALSE	FALSE	a032	IP-Pds-1	CS77166	ESP	42.87	-6.45	western_europe	96.5
9571	TRUE	TRUE	a010	IP-Pro-0	CS78914	ESP	43.28	-6.01	western_europe	35.25
9573	FALSE	FALSE	a002	IP-Rds-0	CS77206	ESP	41.86	2.99	spain	60
9574	FALSE	FALSE	a070	IP-Rel-0	CS77209	ESP	38.6	-2.7	relict	NA
9576	FALSE	FALSE	a048	IP-Rev-0	CS77213	ESP	40.86	-4.11	admixed	106.5
9577	FALSE	FALSE	a084	IP-Ria-0	CS77216	ESP	42.34	2.17	spain	123.5
9578	FALSE	FALSE	a061	IP-Sac-0	CS77229	ESP	42.13	-6.7	western_europe	59.25
9579	FALSE	FALSE	a009	IP-San-10	CS77232	ESP	38.33	-3.51	admixed	79.25
9581	FALSE	FALSE	a059	IP-Sdv-3	CS77242	ESP	42.84	-5.12	admixed	118.5
9582	FALSE	FALSE	a001	IP-Ses-0	CS77244	ESP	41.48	-1.63	spain	93.75
9583	FALSE	FALSE	a039	IP-Sne-0	CS77258	ESP	37.09	-3.38	relict	89.5
9584	FALSE	FALSE	a009	IP-Stp-0	CS77283	ESP	41.19	-3.58	spain	85.5
9585	FALSE	FALSE	a039	IP-Svi-0	CS77287	ESP	43.4	-7.39	western_europe	32
9586	FALSE	FALSE	a039	IP-Tam-0	CS77340	ESP	41.03	-3.27	spain	NA
9587	FALSE	FALSE	a084	IP-Tdc-0	CS77344	ESP	41.5	-1.88	spain	101.75
9588	FALSE	FALSE	a001	IP-Tol-7	CS77371	ESP	42.11	0.6	spain	79.33333333
9589	FALSE	FALSE	a087	IP-Tor-1	CS77378	ESP	41.6	-2.83	spain	77.33333333
9590	FALSE	TRUE	a081	IP-Trs-0	CS77387	ESP	43.37	-5.49	western_europe	50.5
9591	FALSE	FALSE	a001	IP-Vad-0	CS78826	ESP	42.86	-3.59	admixed	46
9592	FALSE	FALSE	a002	IP-Vae-2	CS78827	ESP	42.1	-5.44	admixed	100
9593	FALSE	FALSE	a001	IP-Vaz-0	CS78836	ESP	42.26	-2.99	spain	109
9594	FALSE	FALSE	a001	IP-Vdm-0	CS78837	ESP	42.04	1.01	spain	110.6666667
9595	FALSE	FALSE	a076	IP-Vdt-0	CS78838	ESP	40.89	-5.5	admixed	66.75
9596	FALSE	TRUE	a072	IP-Ver-5	CS78841	ESP	41.95	-7.45	admixed	61
9597	FALSE	TRUE	a085	IP-Vig-1	CS78843	ESP	42.31	-2.53	spain	60.66666667
9598	FALSE	FALSE	a001	IP-Vim-0	CS78844	ESP	41.88	-6.51	relict	91
9599	FALSE	TRUE	a080	IP-Vin-0	CS78846	ESP	42.8	-5.77	western_europe	90.25
9600	FALSE	FALSE	a093	IP-Vis-0	CS78848	ESP	39.85	-6.04	relict	73
9601	FALSE	FALSE	a001	IP-Voz-0	CS78849	ESP	41.85	-1.88	spain	77
9602	FALSE	FALSE	a017	IP-Vpa-1	CS78850	ESP	40.5	-3.96	spain	75.33333333
9606	FALSE	FALSE	a100	Aitba-1	CS76649	MAR	31.48	-7.45	relict	41
9608	FALSE	FALSE	a100	Karag-2	CS76961	RUS	51.37	59.44	asia	45.25
9609	FALSE	FALSE	a100	Adam-1	CS76645	RUS	51.41	59.98	asia	51
9610	FALSE	FALSE	a101	Lesno-4	CS77034	RUS	53.04	51.96	asia	69.5
9611	FALSE	FALSE	a101	Lesno-1	CS77032	RUS	53.04	51.9	asia	68
9613	FALSE	FALSE	a043	Balan-1	CS76687	RUS	55.36	61.41	italy_balkan_caucasus	71.66666667
9615	FALSE	FALSE	a009	Parti-1	CS77163	RUS	52.99	52.16	asia	86
9616	FALSE	FALSE	a101	Krazo-1	CS76984	RUS	53.06	51.96	asia	110.75
9617	FALSE	FALSE	a100	Karag-1	CS76960	RUS	51.37	59.44	asia	66
9619	TRUE	FALSE	a100	Basta-1	CS76691	RUS	51.84	79.48	asia	83
9620	FALSE	FALSE	a100	Basta-2	CS76692	RUS	51.82	79.48	asia	74.33333333
9621	FALSE	FALSE	a100	Basta-3	CS76693	RUS	51.84	79.46	asia	90.5
9622	FALSE	FALSE	a100	Bijisk-4	CS76707	RUS	52.52	85.27	admixed	81.66666667
9624	FALSE	FALSE	a100	Chaba-2	CS76767	RUS	53.6	79.37	asia	74.33333333
9625	FALSE	FALSE	a100	Kolyv-2	CS76977	RUS	51.31	82.59	asia	101.5
9626	FALSE	FALSE	a101	Kolyv-3	CS76978	RUS	51.36	82.59	asia	70.25
9629	FALSE	FALSE	a009	K-oze-1	CS76957	RUS	51.35	82.18	asia	74.66666667
9630	FALSE	FALSE	a100	K-oze-3	CS76958	RUS	51.34	82.16	asia	79.5
9631	FALSE	FALSE	a100	Lebja-1	CS77015	RUS	51.65	80.79	asia	140
9632	FALSE	FALSE	a100	Lebja-2	CS77016	RUS	51.67	80.82	asia	90.33333333
9634	FALSE	FALSE	a100	Masl-1	CS77073	RUS	54.13	81.31	asia	98
9635	FALSE	FALSE	a100	Nosov-1	CS77130	RUS	51.87	80.6	asia	84.66666667
9636	FALSE	FALSE	a101	Noveg-1	CS77131	RUS	51.75	80.82	asia	141
9637	FALSE	FALSE	a100	Noveg-2	CS77132	RUS	51.77	80.85	asia	82.5
9639	FALSE	FALSE	a100	Panke-1	CS77162	RUS	53.82	80.31	asia	73.25
9640	FALSE	FALSE	a100	Rakit-1	CS77202	RUS	51.87	80.06	asia	80.75
9641	FALSE	FALSE	a100	Rakit-2	CS77203	RUS	51.9	80.06	asia	87.66666667
9642	FALSE	FALSE	a100	Rakit-3	CS77204	RUS	51.84	80.06	asia	86
9643	FALSE	FALSE	a100	Sever-1	CS77245	RUS	52.1	79.31	asia	79
9644	FALSE	FALSE	a100	Zupan-1	CS78882	CRO	45.07	18.72	central_europe	69
9646	FALSE	FALSE	a043	Aiell-1	CS76648	ITA	39.126899	16.170188	italy_balkan_caucasus	55.25
9647	FALSE	FALSE	a027	Basen-1	CS76690	ITA	40.37	16.77	italy_balkan_caucasus	55
9649	FALSE	FALSE	a034	Bivio-1	CS76713	ITA	39.13	16.17	italy_balkan_caucasus	67.25
9653	FALSE	FALSE	a030	Giffo-1	CS76878	ITA	38.44	16.13	italy_balkan_caucasus	52.5
9656	FALSE	FALSE	a028	Marti-1	CS77072	ITA	40.64	17.31	italy_balkan_caucasus	89
9659	FALSE	FALSE	a043	Pigna-1	CS77177	ITA	41.18	14.18	italy_balkan_caucasus	66.66666667
9660	FALSE	FALSE	a031	Sarno-1	CS77236	ITA	40.84	14.57	italy_balkan_caucasus	40
9661	FALSE	FALSE	a048	Cimin-1	CS76771	ITA	39.58	16.21	italy_balkan_caucasus	42
