accession_id	cloned	deleterious_allele	allele_group	name	CS_number	count	latitude	longitude	group	FT16_mean
9663	TRUE	FALSE	a033	Teano-1	CS77357	ITA	41.33	14.09	admixed	69.33333333
9664	FALSE	FALSE	a090	Mitterberg-1-179	CS78907	ITA	46.366	11.2832	central_europe	109.6666667
9665	FALSE	FALSE	a090	Mitterberg-1-180	CS78908	ITA	46.366	11.2832	central_europe	86.66666667
9667	FALSE	FALSE	a090	Mitterberg-1-183	CS78910	ITA	46.366	11.2832	central_europe	107
9668	FALSE	FALSE	a009	Mitterberg-2-184	CS77085	ITA	46.3668	11.2837	central_europe	79.5
9669	FALSE	FALSE	a009	Mitterberg-2-185	CS77086	ITA	46.3668	11.2837	central_europe	86
9670	FALSE	FALSE	a001	Mitterberg-2-186	CS77087	ITA	46.3668	11.2837	central_europe	112.5
9671	FALSE	FALSE	a009	Mitterberg-3-187	CS77088	ITA	46.3668	11.2837	central_europe	95
9672	FALSE	FALSE	a009	Mitterberg-3-188	CS77089	ITA	46.3668	11.2837	central_europe	90.5
9673	FALSE	FALSE	a009	Mitterberg-3-189	CS77090	ITA	46.3668	11.2837	central_europe	99.66666667
9676	FALSE	FALSE	a001	Mitterberg-4-192	CS77093	ITA	46.3718	11.2866	central_europe	89
9678	FALSE	FALSE	a001	Mitterberg-4-194	CS77095	ITA	46.3718	11.2866	central_europe	87
9679	FALSE	FALSE	a015	Castelfed-1-195	CS76744	ITA	46.3378	11.2928	central_europe	79.75
9682	FALSE	FALSE	a015	Castelfed-1-198	CS76747	ITA	46.3378	11.2928	central_europe	74.75
9683	FALSE	FALSE	a015	Castelfed-1-199	CS76748	ITA	46.3378	11.2928	central_europe	71.75
9684	FALSE	FALSE	a009	Castelfed-2-200	CS76749	ITA	46.3378	11.2928	central_europe	89.5
9685	FALSE	FALSE	a009	Castelfed-2-201	CS76750	ITA	46.3378	11.2928	central_europe	89.75
9686	FALSE	FALSE	a009	Castelfed-2-202	CS76751	ITA	46.3378	11.2928	central_europe	88
9687	FALSE	FALSE	a009	Castelfed-2-203	CS76752	ITA	46.3378	11.2928	central_europe	83.33333333
9689	FALSE	FALSE	a009	Castelfed-3-205	CS76754	ITA	46.3378	11.2928	central_europe	83
9690	FALSE	FALSE	a009	Castelfed-3-206	CS76755	ITA	46.3378	11.2928	central_europe	81.66666667
9692	FALSE	FALSE	a009	Castelfed-3-208	CS76757	ITA	46.3378	11.2928	central_europe	70.75
9693	FALSE	FALSE	a009	Castelfed-3-209	CS76758	ITA	46.3378	11.2928	central_europe	75
9694	FALSE	FALSE	a103	Castelfed-4-210	CS78891	ITA	46.3378	11.2928	central_europe	74.25
9695	FALSE	FALSE	a103	Castelfed-4-211	CS78892	ITA	46.3378	11.2928	central_europe	84.5
9696	FALSE	FALSE	a015	Castelfed-4-214	CS78893	ITA	46.3378	11.2928	central_europe	76.75
9697	FALSE	FALSE	a059	Dolen-1	CS76802	BUL	41.62	23.94	italy_balkan_caucasus	63
9698	FALSE	FALSE	a009	Goced-1	CS76882	BUL	41.57	23.85	italy_balkan_caucasus	74.5
9699	FALSE	FALSE	a009	Kolar-1	CS76974	BUL	41.37	23.14	italy_balkan_caucasus	63.66666667
9700	FALSE	FALSE	a054	Dolna-1-10	CS76803	BUL	42.32	23.1	italy_balkan_caucasus	81
9701	FALSE	FALSE	a100	Ivano-1	CS76954	BUL	43.7	25.91	italy_balkan_caucasus	82
9703	FALSE	FALSE	a009	Melni-1	CS77079	BUL	41.53	23.39	italy_balkan_caucasus	69.75
9705	FALSE	FALSE	a043	Choto-1	CS76769	BUL	41.5	23.33	italy_balkan_caucasus	67
9706	FALSE	FALSE	a100	Dospa-1	CS76807	BUL	41.64	24.18	italy_balkan_caucasus	78.66666667
9707	FALSE	FALSE	a001	Podvi-1	CS77187	BUL	41.57	24.84	italy_balkan_caucasus	72.75
9708	FALSE	FALSE	a001	Kardz-1	CS76962	BUL	41.62	25.35	italy_balkan_caucasus	85
9709	FALSE	FALSE	a083	Zerev-1-34	CS78878	BUL	41.85	23.13	italy_balkan_caucasus	73.5
9710	FALSE	FALSE	a095	Zerev-1-35	CS78879	BUL	41.85	23.13	italy_balkan_caucasus	83.25
9711	FALSE	FALSE	a043	Dolna-1-39	CS76804	BUL	42.32	23.1	italy_balkan_caucasus	82.5
9712	FALSE	FALSE	a043	Dolna-1-40	CS76805	BUL	42.32	23.1	italy_balkan_caucasus	78
9713	FALSE	FALSE	a026	Stara-1	CS77271	BUL	42.49	25.61	italy_balkan_caucasus	68.33333333
9714	FALSE	FALSE	a001	Grivo-1	CS76888	BUL	41.84	25.75	italy_balkan_caucasus	82.33333333
9716	FALSE	FALSE	a004	Leska-1-44	CS77030	BUL	41.54	24.98	italy_balkan_caucasus	122
9717	FALSE	FALSE	a027	Kardz-2	CS76963	BUL	41.66	25.47	italy_balkan_caucasus	93.33333333
9718	FALSE	FALSE	a009	Smolj-1	CS77256	BUL	41.55	24.75	italy_balkan_caucasus	79
9720	FALSE	FALSE	a009	Malak-1	CS77064	BUL	41.77	25.68	italy_balkan_caucasus	104
9721	FALSE	FALSE	a043	Schip-1	CS77239	BUL	42.72	25.33	italy_balkan_caucasus	78
9722	FALSE	FALSE	a098	Groch-1	CS76890	BUL	41.71	24.41	italy_balkan_caucasus	108
9725	FALSE	FALSE	a022	Epidauros-1	CS76844	GRC	37.6	23.08	italy_balkan_caucasus	56.5
9726	FALSE	TRUE	a029	Faneronemi-3	CS76853	GRC	37.07	22.04	italy_balkan_caucasus	56.5
9727	FALSE	FALSE	a090	Olympia-2	CS77144	GRC	37.63	21.62	central_europe	43.5
9728	FALSE	FALSE	a020	Stiav-1	CS77279	SVK	48.46	18.9	central_europe	77.75
9729	FALSE	FALSE	a009	Stiav-2	CS77280	SVK	48.46	18.9	central_europe	79
9730	FALSE	FALSE	a020	Bela-1	CS76696	SVK	48.47	18.94	central_europe	97
9731	FALSE	FALSE	a020	Stiav-3	CS77281	SVK	48.46	18.9	central_europe	66
9732	FALSE	FALSE	a043	Halca-1	CS76909	SVK	48.47	18.96	central_europe	88.25
9733	FALSE	FALSE	a043	Bela-2	CS76697	SVK	48.47	18.94	central_europe	83.75
9735	FALSE	FALSE	a043	Bela-4	CS76699	SVK	48.47	18.94	central_europe	74
9737	FALSE	FALSE	a100	Ulies-1	CS78815	ROU	45.95	22.62	asia	63.66666667
9738	FALSE	FALSE	a009	Bran-1	CS76722	ROU	45.57	25.42	admixed	73.75
9739	FALSE	FALSE	a043	Toc-1	CS77370	ROU	46.01	22.33	central_europe	68.5
9741	FALSE	FALSE	a009	Orast-1	CS77151	ROU	45.84	23.16	central_europe	71.5
9743	FALSE	FALSE	a100	Furni-1	CS76873	ROU	45.14	25	admixed	75
9744	FALSE	FALSE	a009	Iasi-1	CS76944	ROU	47.16	27.59	admixed	63.33333333
9747	FALSE	FALSE	a043	Zabar-1	CS78870	SRB	44.38	21.22	central_europe	94.66666667
9748	FALSE	FALSE	a001	Zagub-1	CS78871	SRB	44.23	21.71	admixed	86.25
9754	FALSE	FALSE	a100	Sredn-1	CS77269	SRB	44.66	21.37	admixed	NA
9755	FALSE	FALSE	a043	Vajug-1	CS78828	SRB	44.56	22.56	italy_balkan_caucasus	82
9756	FALSE	FALSE	a043	Staro-2	CS77273	SRB	44.3	21.08	central_europe	73
9757	FALSE	FALSE	a036	Staro-1	CS77272	SRB	44.3	21.08	italy_balkan_caucasus	93
9758	FALSE	FALSE	a001	Altai-5	CS76433	CHN	47.75	88.4	asia	73
9759	FALSE	FALSE	a043	Anz-0	CS76439	IRN	37.47	49.47	italy_balkan_caucasus	58.5
9761	FALSE	TRUE	a062	Bik-1	CS76449	LBN	33.92	35.7	central_europe	58
9764	FALSE	FALSE	a027	Qar-8a	CS76581	LBN	34.1	35.84	admixed	62.75
9766	FALSE	TRUE	a097	Westkar-4	CS76629	KGZ	42.26	74.16	asia	39.5
9768	FALSE	TRUE	a062	Ru4-16	CS77225	GER	48.57	9.16	central_europe	54.66666667
9769	FALSE	TRUE	a062	HE-1	CS76916	GER	48.55	8.99	central_europe	44.66666667
9770	FALSE	TRUE	a062	KBG2-13	CS76966	GER	48.53	9.01	central_europe	44.75
9771	FALSE	TRUE	a062	Pfn-N2.2-6	CS77172	GER	48.56	9.11	central_europe	44.25
9772	FALSE	TRUE	a062	Hof-1	CS76925	GER	48.41	8.85	central_europe	40.75
9774	FALSE	TRUE	a062	Alt-1	CS76663	GER	48.59	9.22	central_europe	43
9775	FALSE	TRUE	a062	Berg-1	CS76701	GER	48.41	8.79	central_europe	44.25
9776	FALSE	TRUE	a062	Fell3-7	CS76857	GER	48.43	8.79	central_europe	57.5
9777	FALSE	TRUE	a062	Gn-1	CS76880	GER	48.57	9.17	central_europe	43.5
9778	FALSE	TRUE	a062	Bach-7	CS76679	GER	48.41	8.84	central_europe	49.25
9779	FALSE	TRUE	a062	Bai-10	CS76682	GER	48.5	8.78	central_europe	44.66666667
9780	FALSE	TRUE	a062	Fell2-4	CS76856	GER	48.43	8.79	central_europe	45.75
9781	FALSE	TRUE	a062	Kus2-2	CS76990	GER	48.52	9.11	central_europe	41.66666667
9782	FALSE	TRUE	a062	Lu3-30	CS77057	GER	48.53	9.09	central_europe	44.5
9783	FALSE	FALSE	a040	Tu-PK-7	CS77396	GER	48.52	9.05	admixed	66.33333333
9784	FALSE	TRUE	a062	Erg2-6	CS76845	GER	48.5	8.8	central_europe	43.5
9785	FALSE	TRUE	a062	Ha-HBT1-2	CS76898	GER	48.54	9.02	central_europe	45.25
9786	FALSE	TRUE	a062	Ha-P-13	CS76901	GER	48.54	9.01	central_europe	40.25
9787	FALSE	TRUE	a062	HI-4	CS76922	GER	48.5	9	central_europe	49.33333333
9788	FALSE	TRUE	a062	KBG1-14	CS76965	GER	48.53	9.01	central_europe	38.33333333
9789	FALSE	TRUE	a062	Obh-13	CS77140	GER	48.39	8.96	central_europe	42.25
9790	FALSE	TRUE	a062	Gn2-3	CS76881	GER	48.58	9.18	central_europe	41.75
9791	FALSE	TRUE	a062	Haes-1	CS76914	GER	48.6	9.2	central_europe	38.33333333
9792	FALSE	TRUE	a062	Lu4-2	CS77058	GER	48.54	9.09	central_europe	42.75
9793	FALSE	TRUE	a062	Ru-N2	CS77224	GER	48.57	9.16	central_europe	63.33333333
9794	FALSE	TRUE	a063	Tu-B1-2	CS77391	GER	48.52	9.08	central_europe	44.5
9795	FALSE	TRUE	a062	Wank-2	CS78852	GER	48.5	9.11	central_europe	38.25
9796	FALSE	TRUE	a062	Bach2-1	CS76680	GER	48.41	8.84	central_europe	46
9797	FALSE	TRUE	a062	Ha-HBT2-10	CS76899	GER	48.54	9.02	central_europe	46.5
9798	FALSE	TRUE	a062	Ha-P2-1	CS76902	GER	48.54	9.01	central_europe	44.66666667
9799	FALSE	TRUE	a062	Hart-2	CS76913	GER	48.39	8.85	central_europe	50.5
9800	FALSE	TRUE	a062	Ha-S-B	CS76903	GER	48.54	9.01	central_europe	42.5
9801	FALSE	TRUE	a062	Ha-SP-2	CS76904	GER	48.54	9.01	central_europe	36.33333333
9802	FALSE	TRUE	a062	Kus3-1	CS76991	GER	48.51	9.11	central_europe	42.75
9803	FALSE	TRUE	a062	Muh-2	CS77113	GER	48.42	8.76	central_europe	41.25
9804	FALSE	TRUE	a062	Obe1-15	CS77139	GER	48.45	8.87	central_europe	45.75
9805	FALSE	TRUE	a062	Pfn-10	CS77171	GER	48.54	9.09	central_europe	53
9806	FALSE	TRUE	a062	Ru-2	CS77223	GER	48.56	9.16	central_europe	43
9807	FALSE	TRUE	a062	Schl-7	CS77240	GER	48.6	9.22	central_europe	43
9808	FALSE	TRUE	a062	Tu-B2-3	CS77392	GER	48.52	9.08	central_europe	53
9809	FALSE	TRUE	a003	Tu-KB-6	CS77393	GER	48.52	9.05	western_europe	51.25
9810	FALSE	TRUE	a044	Tu-KS-7	CS77394	GER	48.53	9.07	central_europe	42.25
9812	FALSE	TRUE	a062	Tu-W1	CS77397	GER	48.52	9.03	central_europe	45.75
9813	FALSE	TRUE	a062	BI-4	CS76706	GER	48.4	8.77	central_europe	45.5
9815	FALSE	TRUE	a062	Ha-HBT3-11	CS76900	GER	48.54	9.02	central_europe	48
9817	FALSE	FALSE	a027	IP-Ace-0	CS76642	ESP	39.84	-6.6	spain	63.75
9819	FALSE	FALSE	a084	IP-Amu-0	CS76664	ESP	42.35	-3.03	spain	98.5
9820	FALSE	TRUE	a082	IP-Are-0	CS76671	ESP	41	-4.71	spain	55.75
9821	FALSE	FALSE	a084	IP-Aru-0	CS76674	ESP	41.81	2.49	spain	72.25
9822	FALSE	FALSE	a084	IP-Aul-0	CS76675	ESP	40.52	-4.02	spain	62.33333333
9823	FALSE	TRUE	a080	IP-Bae-0	CS76681	ESP	43.34	-5.84	western_europe	42
9825	FALSE	FALSE	a087	IP-Boa-0	CS76714	ESP	40.4	-3.88	spain	63.5
9826	FALSE	TRUE	a080	IP-Bor-0	CS76717	ESP	42.49	-6.71	western_europe	73
9827	FALSE	FALSE	a100	IP-Bos-0	CS76719	ESP	42.78	0.69	western_europe	60
9828	FALSE	FALSE	a043	IP-Bra-0	CS76721	ESP	42.5	-6.15	western_europe	78.75
9830	FALSE	TRUE	a062	IP-Bus-0	CS76736	ESP	36.97	-3.28	admixed	51.25
9831	FALSE	FALSE	a006	IP-Cas-0	CS76743	ESP	38.54	-3.39	admixed	88.25
9832	FALSE	FALSE	a074	IP-Cat-0	CS76759	ESP	40.54	-3.69	relict	90.33333333
9833	FALSE	FALSE	a084	IP-Cha-0	CS76764	ESP	40.38	-4.21	spain	65.66666667
9834	FALSE	FALSE	a087	IP-Cho-0	CS76768	ESP	40.51	-3.9	spain	63.75
9835	FALSE	FALSE	a043	IP-Cir-0	CS76772	ESP	40.61	-6.57	admixed	69.75
9836	FALSE	FALSE	a001	IP-Cod-0	CS76777	ESP	41.25	-1.32	spain	128.5
9837	FALSE	FALSE	a078	IP-Con-0	CS76780	ESP	37.94	-5.6	relict	64.25
9838	FALSE	FALSE	a027	IP-Cot-0	CS76784	ESP	41.83	-5.38	admixed	67
9839	FALSE	FALSE	a048	IP-Coy-0	CS76785	ESP	40.44	-4.27	admixed	115
9840	FALSE	FALSE	a001	IP-Dar-0	CS76792	ESP	41.13	-1.43	spain	120.5
9841	FALSE	FALSE	a084	IP-Ees-0	CS76836	ESP	40.59	-4.15	spain	68
9843	FALSE	FALSE	a048	IP-Elp-0	CS76840	ESP	40.53	-3.92	spain	58.66666667
9845	FALSE	FALSE	a001	IP-Evs-0	CS76848	ESP	40.48	-3.96	spain	65
9846	FALSE	FALSE	a043	IP-Ezc-2	CS76849	ESP	42.31	-3.02	spain	119.6666667
9847	FALSE	TRUE	a003	IP-Fel-2	CS76854	ESP	43.31	-5.7	western_europe	45
9848	FALSE	FALSE	a084	IP-Glo-1	CS76879	ESP	40.11	-5.77	spain	98
9849	FALSE	FALSE	a027	IP-Gud-3	CS76895	ESP	40.65	-4.11	admixed	99.66666667
9850	FALSE	FALSE	a084	IP-Hec-0	CS76917	ESP	42.86	-0.7	spain	83
9851	FALSE	FALSE	a079	IP-Hue-3	CS76942	ESP	42.96	-6.1	western_europe	144
9852	FALSE	FALSE	a084	IP-Ini-0	CS76945	ESP	40.46	-3.75	spain	67.33333333
9853	FALSE	TRUE	a003	IP-Lac-0	CS76996	ESP	43.33	-5.91	western_europe	35.5
9854	FALSE	TRUE	a019	IP-Laf-1	CS76997	ESP	43.36	-5.88	western_europe	40.66666667
9855	FALSE	FALSE	a084	IP-Lam-0	CS77008	ESP	40.57	-3.89	spain	61.66666667
9867	FALSE	FALSE	a039	IP-Mie-1	CS77083	ESP	40.94	-3.22	spain	101.6666667
9868	FALSE	FALSE	a001	IP-Moe-0	CS77104	ESP	41.78	2.37	spain	68.66666667
9869	FALSE	FALSE	a067	IP-Moj-0	CS77105	ESP	36.76	-5.28	relict	80.75
9870	FALSE	FALSE	a039	IP-Moz-0	CS77111	ESP	41.91	0.17	spain	111
9871	FALSE	FALSE	a073	IP-Nac-0	CS77117	ESP	40.75	-3.99	relict	117.6666667
9873	FALSE	FALSE	a027	IP-Ndc-0	CS77125	ESP	37.94	-5.45	spain	55.66666667
9874	FALSE	TRUE	a082	IP-Oja-0	CS77143	ESP	42.34	-3	spain	56.25
9875	FALSE	TRUE	a019	IP-Ovi-1	CS77155	ESP	43.38	-5.87	western_europe	44.75
9876	FALSE	FALSE	a001	IP-Pad-0	CS77158	ESP	41.34	0.99	spain	74.75
9877	FALSE	FALSE	a079	IP-Pdl-0	CS77165	ESP	43.02	-5.6	admixed	NA
9878	FALSE	FALSE	a084	IP-Pee-0	CS77167	ESP	40.78	-3.62	spain	116
9879	FALSE	FALSE	a071	IP-Per-0	CS77169	ESP	37.6	-1.12	relict	59.5
9880	FALSE	FALSE	a001	IP-Pib-1	CS77175	ESP	42.72	-3.44	spain	87.5
9881	FALSE	FALSE	a043	IP-Pie-0	CS77176	ESP	40.46	-5.32	admixed	78.5
9882	FALSE	FALSE	a084	IP-Pil-0	CS77178	ESP	40.46	-4.26	spain	70.33333333
9883	FALSE	TRUE	a085	IP-Piq-0	CS77179	ESP	42.1	-2.56	spain	41.75
9885	FALSE	FALSE	a012	IP-Prd-0	CS77189	ESP	41.14	-3.68	spain	119
9886	FALSE	FALSE	a001	IP-Pru-0	CS77190	ESP	42.38	1.73	spain	57
9887	FALSE	FALSE	a073	IP-Pun-0	CS77196	ESP	40.4	-4.77	relict	90.75
9888	FALSE	FALSE	a084	IP-Pva-1	CS77197	ESP	40.93	-3.31	spain	96.66666667
9890	FALSE	FALSE	a100	IP-Rib-1	CS77217	ESP	43.16	-5.07	admixed	94.33333333
9891	FALSE	FALSE	a002	IP-Sal-0	CS77230	ESP	41.93	2.92	spain	NA
9892	FALSE	FALSE	a043	IP-Sam-0	CS77231	ESP	42.68	-6.96	admixed	84.5
9894	FALSE	FALSE	a025	IP-Sen-0	CS77243	ESP	42.59	0.76	admixed	76.66666667
9895	FALSE	FALSE	a024	IP-Sfb-6	CS77248	ESP	41.78	2.57	spain	71
9897	FALSE	FALSE	a009	IP-Smt-1	CS77257	ESP	40.95	-5.63	admixed	81.5
9898	FALSE	TRUE	a057	IP-Som-0	CS77259	ESP	41.14	-3.58	spain	97.25
9899	FALSE	FALSE	a100	IP-Tau-0	CS77342	ESP	42.54	0.84	spain	58
9900	FALSE	FALSE	a027	IP-Tri-0	CS77386	ESP	37.38	-6.01	spain	50
9901	FALSE	FALSE	a084	IP-Urd-1	CS78824	ESP	42.27	-2.98	spain	102.5
9902	FALSE	FALSE	a001	IP-Usa-0	CS78825	ESP	40.71	-3.24	spain	110.3333333
9903	FALSE	FALSE	a009	IP-Val-0	CS78829	ESP	42.31	-3.1	spain	108.75
9904	FALSE	FALSE	a065	IP-Vas-0	CS78833	ESP	40.95	-3.31	spain	114.6666667
9906	FALSE	FALSE	a027	IP-Mah-6	CS77063	ESP	40	4.25	admixed	80
9908	FALSE	FALSE	a039	ESP-1-11	CS76847	FRA	50.72	3.47	western_europe	46.5
9911	FALSE	FALSE	a039	ARGE-1-15	CS76672	FRA	47.16	4.28	western_europe	44.5
9915	FALSE	TRUE	a062	MAR-4-16	CS77069	FRA	47.45	3.94	central_europe	75.5
9917	FALSE	FALSE	a060	RAD-21	CS77200	FRA	46.69	4.34	western_europe	54.25
9918	FALSE	FALSE	a059	SAUL-24	CS77237	FRA	47.43	5.21	western_europe	90
9920	FALSE	FALSE	a043	DIR-9	CS76796	FRA	48.54	4.32	germany	48.66666667
9921	FALSE	TRUE	a045	FOR-23	CS76867	FRA	48.57	4.41	western_europe	48.25
9924	FALSE	FALSE	a009	PLY-20	CS77181	FRA	48.59	4.24	admixed	57
9925	FALSE	FALSE	a100	RUM-20	CS77226	FRA	48.91	4.52	western_europe	79
9927	FALSE	FALSE	a039	ARR-17	CS76673	FRA	44.05	3.69	western_europe	73.25
9929	FALSE	FALSE	a033	ISS-20	CS76947	FRA	43.92	3.71	western_europe	88
9933	FALSE	FALSE	a100	VED-10	CS78839	FRA	43.74	3.89	admixed	49
9935	FALSE	FALSE	a027	BAU-15	CS76694	FRA	50.6	2.93	western_europe	73.75
9937	FALSE	TRUE	a003	CATS-6	CS76760	FRA	50.79	2.69	western_europe	47.75
9938	FALSE	TRUE	a019	WAV-8	CS78854	FRA	50.65	2.99	western_europe	74
9939	FALSE	FALSE	a100	Aitba-2	CS76347	MAR	31.48	-7.45	relict	60.75
9942	FALSE	FALSE	a001	Agu-1	CS76409	ESP	41.32	-1.34	spain	110.6666667
9943	FALSE	FALSE	a027	Cdm-0	CS76410	ESP	39.73	-5.74	spain	61.5
9944	FALSE	FALSE	a067	Don-0	CS76411	ESP	36.83	-6.36	relict	68
9948	FALSE	TRUE	a057	Pra-6	CS76416	ESP	41.05	-3.54	spain	NA
9949	FALSE	TRUE	a080	Qui-0	CS76417	ESP	42.69	-6.93	western_europe	61.5
9950	FALSE	FALSE	a084	Vie-0	CS76418	ESP	42.63	0.76	spain	86.25
9953	FALSE	FALSE	a009	Koz-2	CS76383	RUS	51.33	82.19	asia	93.25
9956	FALSE	FALSE	a100	Stepn-1	CS76378	RUS	54.06	60.48	asia	61
9958	FALSE	FALSE	a100	Shigu-1	CS76375	RUS	53.33	49.48	asia	76.5
9965	FALSE	FALSE	a048	Mammo-2	CS76364	ITA	38.38	16.22	italy_balkan_caucasus	56
9971	FALSE	FALSE	a103	Bozen-1.1	CS76357	ITA	46.513	11.331	central_europe	61
9973	FALSE	FALSE	a090	Mitterberg-1-181	CS76354	ITA	46.366	11.2832	central_europe	110
9975	FALSE	FALSE	a015	Castelfed-4-213	CS76356	ITA	46.3378	11.2928	central_europe	82.33333333
9978	FALSE	FALSE	a009	Vezzano-2.2	CS76350	ITA	46.6297	10.817	central_europe	94.5
9979	FALSE	FALSE	a103	Voeran-1	CS76352	ITA	46.36	11.23	central_europe	68.5
9982	FALSE	FALSE	a009	Apost-1	CS76368	ITA	39.01	16.47	italy_balkan_caucasus	79.25
9988	FALSE	FALSE	a054	Bak-2	CS76392	GEO	41.7942	43.4767	italy_balkan_caucasus	112.3333333
9991	FALSE	FALSE	a056	Vash-1	CS76391	GEO	41.2381	46.3728	italy_balkan_caucasus	92.75
9997	FALSE	TRUE	a062	Rue3-1-31	CS76406	GER	48.56	9.16	central_europe	51.5
9999	FALSE	TRUE	a062	TueSB30-3	CS76403	GER	48.53	9.06	central_europe	54.25
10002	TRUE	TRUE	a045	TueWa1-2	CS76405	GER	48.53	9.04	western_europe	42.5
10010	FALSE	FALSE	a100	Sij-4	CS76381	UZB	41.45	70.05	asia	75.25
10011	FALSE	FALSE	a100	Yeg-1	CS76394	ARM	39.8692	45.3622	asia	65.25
10012	FALSE	FALSE	a043	Istisu-1	CS76389	AZE	38.9786	48.5594	italy_balkan_caucasus	105.6666667
10015	FALSE	FALSE	a100	Ara-1	CS76382	AFG	37.29	71.3	asia	51.25
10020	FALSE	FALSE	a009	Jl-2	CS76956	CZE	49.17	16.5	central_europe	48
10023	FALSE	FALSE	a001	Strand-1	CS77284	NOR	68.8	15.45	admixed	90
10027	FALSE	TRUE	a062	NA	CS78938	GER	48.02838	7.765567	NA	NA
14312	FALSE	FALSE	a100	NA	CS78923	RUS	62.02	34.12	NA	NA
14313	FALSE	FALSE	a100	NA	CS78924	RUS	62.02	34.12	NA	NA
14314	FALSE	FALSE	a027	NA	CS78927	RUS	61.59	35.11	NA	NA
14315	FALSE	FALSE	a027	NA	CS78928	RUS	61.59	35.11	NA	NA
14318	FALSE	FALSE	a009	NA	CS78930	RUS	61.94	34.24	NA	NA
14319	FALSE	FALSE	a100	NA	CS78931	RUS	61.94	34.24	NA	NA
15560	FALSE	FALSE	a052	NA	CS78932	RUS	61.37	61.37	NA	NA
15591	FALSE	FALSE	a009	NA	CS78939	AUT	48.3315333	14.72665	NA	NA
15593	TRUE	FALSE	a020	NA	CS78941	AUT	48.3314667	14.7158667	NA	NA
18694	FALSE	FALSE	a052	NA	CS78926	RUS	60.4	32.09	NA	NA
18696	FALSE	FALSE	a052	NA	CS78929	RUS	61.57	30.63	NA	NA
19949	FALSE	TRUE	a062	NA	CS79036	AUT	48.3268333	14.7181667	NA	NA
19950	FALSE	TRUE	a062	NA	CS79037	AUT	48.3268333	14.7181667	NA	NA
19951	FALSE	TRUE	a062	NA	CS79038	AUT	48.3268333	14.7181667	NA	NA
